"run_ID"	"omni_mns_pvalue"	"omni_mns_stdpvalue"	"omni_mis_pvalue"	"omni_mis_stdpvalue"	"link_mns_pvalue"	"link_mns_stdpvalue"	"link_mis_pvalue"	"link_mis_stdpvalue"	"form_mns_pvalue"	"form_mns_stdpvalue"	"form_mis_pvalue"	"form_mis_stdpvalue"
1	0.552	0.018	0.524	0.02	0.364	0.018	0.378	0.002	0.388	0.004	0.34	0.012
181	0.588	0.912	0.614	0.904	0.412	0.17	0.404	0.216	0.436	0.152	0.43	0.204
189	0.922	0.712	0.906	0.786	0.7	0.102	0.614	0.12	0.68	0.128	0.664	0.088
185	0.362	0.24	0.35	0.23	0.232	0.036	0.22	0.03	0.204	0.014	0.236	0.014
109	0.812	0.938	0.782	0.928	0.7	0.92	0.688	0.914	0.684	0.914	0.7	0.912
101	0.282	0.096	0.284	0.11	0.238	0.238	0.206	0.08	0.266	0.16	0.178	0.166
201	0.336	0.45	0.302	0.41	0.212	0.11	0.2	0.102	0.208	0.126	0.172	0.038
33	0.176	0.016	0.152	0.006	0.1	0.006	0.098	0	0.082	0	0.09	0
73	0.144	0.064	0.174	0.076	0.1	0.006	0.142	0.016	0.12	0.022	0.144	0.032
97	0.336	0.198	0.326	0.294	0.182	0.09	0.204	0.136	0.204	0.124	0.202	0.12
49	0.2	0.812	0.258	0.878	0.204	0.432	0.236	0.436	0.182	0.298	0.156	0.372
77	0.7	0.838	0.676	0.86	0.788	0.616	0.758	0.486	0.788	0.564	0.816	0.624
137	0.586	0.326	0.61	0.412	0.38	0.044	0.346	0.03	0.34	0.038	0.37	0.032
37	0.658	0.26	0.642	0.34	0.568	0.288	0.566	0.302	0.508	0.272	0.556	0.304
53	0.184	0.122	0.184	0.126	0.43	0.032	0.478	0.008	0.414	0.024	0.414	0.014
93	0.636	0.594	0.658	0.746	0.42	0.182	0.452	0.176	0.39	0.198	0.442	0.226
61	0.994	0.788	0.994	0.794	0.972	0.904	0.96	0.896	0.95	0.902	0.954	0.922
21	0.09	0.348	0.112	0.382	0.054	0.074	0.058	0.088	0.058	0.112	0.05	0.074
129	0.598	0.678	0.626	0.702	0.42	0.744	0.386	0.648	0.428	0.676	0.398	0.734
