"run_ID"	"omni_mns_pvalue"	"omni_mns_stdpvalue"	"omni_mis_pvalue"	"omni_mis_stdpvalue"	"link_mns_pvalue"	"link_mns_stdpvalue"	"link_mis_pvalue"	"link_mis_stdpvalue"	"form_mns_pvalue"	"form_mns_stdpvalue"	"form_mis_pvalue"	"form_mis_stdpvalue"
1	0.529	0.781	0.573	0.933	0.367	0.072	0.403	0.082	0.367	0.061	0.384	0.057
2	0.578	0.737	0.594	0.715	0.993	0.64	0.98	0.636	0.993	0.623	0.985	0.63
3	0.62	0.947	0.62	0.905	0.435	0.486	0.409	0.406	0.435	0.517	0.404	0.497
4	0.451	0.633	0.433	0.401	0.321	0.085	0.333	0.091	0.321	0.1	0.353	0.07
401	0.641	0.86	0.651	0.884	0.869	0.9	0.863	0.932	0.869	0.917	0.854	0.914
601	0.591	0.761	0.587	0.728	0.496	0.22	0.462	0.22	0.496	0.22	0.456	0.214
801	0.381	0.797	0.36	0.706	0.222	0.512	0.231	0.506	0.222	0.412	0.21	0.422
1001	0.283	0.446	0.287	0.575	0.189	0.178	0.213	0.224	0.189	0.204	0.215	0.17
201	0.973	0.442	0.976	0.448	0.957	0.762	0.952	0.777	0.957	0.757	0.956	0.816
1201	0.176	0.959	0.142	0.289	0.087	0.002	0.087	0.002	0.087	0.002	0.084	0.001
5	0.813	0.576	0.818	0.796	0.713	0.503	0.743	0.455	0.713	0.488	0.75	0.458
402	0.368	0.361	0.383	0.358	0.343	0.722	0.39	0.692	0.343	0.661	0.369	0.694
602	0.984	0.986	0.969	0.999	0.896	0.383	0.893	0.395	0.896	0.361	0.903	0.423
802	0.924	0.266	0.923	0.281	0.857	0.943	0.806	0.958	0.857	0.948	0.852	0.931
1002	0.571	0.329	0.592	0.329	0.704	0.759	0.681	0.795	0.704	0.785	0.664	0.771
202	0.645	0.466	0.64	0.47	0.405	0.137	0.406	0.17	0.405	0.152	0.4	0.202
1202	0.913	0.762	0.928	0.716	0.984	0.763	0.962	0.756	0.984	0.779	0.96	0.809
6	0.795	0.469	0.816	0.53	0.624	0.6	0.631	0.567	0.624	0.573	0.637	0.573
603	0.855	0.477	0.843	0.371	0.824	0.65	0.848	0.616	0.824	0.615	0.832	0.607
403	0.907	0.971	0.815	0.939	0.689	0.932	0.587	0.895	0.689	0.925	0.581	0.893
803	0.822	0.846	0.815	0.848	0.529	0.57	0.551	0.534	0.529	0.538	0.53	0.536
1003	0.987	0.555	0.981	0.483	0.902	0.884	0.915	0.891	0.902	0.848	0.891	0.875
203	0.528	0.922	0.526	0.938	0.617	0.775	0.616	0.752	0.617	0.744	0.624	0.71
1203	0.593	0.805	0.591	0.693	0.433	0.596	0.439	0.577	0.433	0.595	0.446	0.555
7	0.469	0.982	0.469	0.988	0.48	0.137	0.478	0.162	0.48	0.14	0.447	0.165
404	0.352	0.562	0.319	0.526	0.239	0.244	0.244	0.277	0.239	0.291	0.24	0.271
604	0.689	0.721	0.683	0.899	0.475	0.237	0.432	0.291	0.475	0.296	0.406	0.272
804	0.925	0.576	0.93	0.507	0.706	0.061	0.703	0.084	0.706	0.066	0.726	0.1
204	0.801	0.937	0.812	0.961	0.514	0.688	0.566	0.653	0.514	0.706	0.582	0.679
1004	0.788	0.339	0.772	0.247	0.834	0.549	0.81	0.589	0.834	0.516	0.818	0.593
