"run_ID"	"omni_mns_pvalue"	"omni_mns_stdpvalue"	"omni_mis_pvalue"	"omni_mis_stdpvalue"	"link_mns_pvalue"	"link_mns_stdpvalue"	"link_mis_pvalue"	"link_mis_stdpvalue"	"form_mns_pvalue"	"form_mns_stdpvalue"	"form_mis_pvalue"	"form_mis_stdpvalue"
1	0.365	0.318	0.346	0.39	0.243	0.035	0.234	0.025	0.243	0.022	0.223	0.018
201	0.703	0.768	0.736	0.751	0.58	0.232	0.581	0.259	0.58	0.251	0.579	0.184
801	0.211	0.606	0.227	0.657	0.159	0.238	0.154	0.219	0.159	0.212	0.18	0.231
1801	0.443	0.842	0.436	0.809	0.32	0.262	0.336	0.259	0.32	0.286	0.361	0.321
401	0.688	0.523	0.691	0.643	0.896	0.749	0.895	0.797	0.896	0.849	0.899	0.809
1601	0.833	0.902	0.838	0.86	0.677	0.423	0.683	0.357	0.677	0.361	0.657	0.403
2201	0.908	0.981	0.891	0.958	0.837	0.586	0.802	0.575	0.837	0.574	0.81	0.535
3401	0.764	0.615	0.756	0.594	0.603	0.176	0.617	0.179	0.603	0.191	0.622	0.159
3201	0.353	0.332	0.359	0.376	0.203	0.091	0.18	0.065	0.203	0.087	0.185	0.108
601	0.509	0.616	0.489	0.629	0.321	0.111	0.353	0.107	0.321	0.13	0.325	0.118
2401	0.698	0.647	0.705	0.653	0.501	0.247	0.516	0.276	0.501	0.244	0.515	0.21
2801	0.968	0.665	0.946	0.612	0.905	0.416	0.875	0.368	0.905	0.368	0.861	0.397
1201	0.089	0.263	0.095	0.182	0.062	0.001	0.04	0	0.062	0.001	0.046	0
3601	0.895	0.992	0.933	0.967	0.742	0.265	0.751	0.237	0.742	0.262	0.755	0.235
3001	0.873	0.644	0.871	0.512	0.69	0.111	0.684	0.131	0.69	0.12	0.691	0.136
2601	0.827	0.326	0.817	0.345	0.6	0.139	0.572	0.104	0.6	0.147	0.579	0.123
1401	0.25	0.107	0.235	0.093	0.134	0.009	0.139	0.01	0.134	0.009	0.145	0.009
2001	0.237	0.281	0.22	0.24	0.128	0.024	0.13	0.023	0.128	0.024	0.126	0.022
